linha,nome,operadora,data_pesquisa,faixa_horaria,passageiros,partidas,passageiros_viagem,tempo_viagem_min
623,Linha 56.9 (Pq. Real-Pç. Do Líbano) PF2-PF1,Baurutrans,9/04/2013,18,88,2,44.0,30
624,Linha 56.9 (Pq. Real-Pç. Do Líbano) PF2-PF1,Baurutrans,9/04/2013,19,30,2,15.0,23
625,Linha 56.9 (Pq. Real-Pç. Do Líbano) PF2-PF1,Baurutrans,9/04/2013,20,19,1,19.0,25
626,Linha 56.9 (Pq. Real-Pç. Do Líbano) PF2-PF1,Baurutrans,9/04/2013,21,17,1,17.0,21
627,Linha 56.9 (Pq. Real-Pç. Do Líbano) PF2-PF1,Baurutrans,9/04/2013,22,20,1,20.0,28
628,Linha 5.87 (Dutra-IPMET/Campus) PF1-PF2,Cidade Sem Limites,16/04/2013,6,257,3,85.7,60
629,Linha 5.87 (Dutra-IPMET/Campus) PF1-PF2,Cidade Sem Limites,16/04/2013,7,228,4,57.0,54
630,Linha 5.87 (Dutra-IPMET/Campus) PF1-PF2,Cidade Sem Limites,16/04/2013,10,53,1,53.0,59
631,Linha 5.87 (Dutra-IPMET/Campus) PF1-PF2,Cidade Sem Limites,16/04/2013,13,16,1,16.0,52
632,Linha 5.87 (Dutra-IPMET/Campus) PF1-PF2,Cidade Sem Limites,16/04/2013,14,49,2,24.5,49
633,Linha 5.87 (Dutra-IPMET/Campus) PF1-PF2,Cidade Sem Limites,16/04/2013,15,83,2,41.5,66
634,Linha 5.87 (Dutra-IPMET/Campus) PF1-PF2,Cidade Sem Limites,16/04/2013,22,16,1,16.0,42
635,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,7,20,1,20.0,54
636,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,8,8,1,8.0,49
637,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,9,47,1,47.0,60
638,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,10,32,1,32.0,55
639,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,12,66,2,33.0,54
640,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,14,64,1,64.0,63
641,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,16,65,1,65.0,63
642,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,17,71,1,71.0,64
643,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,18,41,1,41.0,62
644,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,19,34,1,34.0,48
645,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,21,24,1,24.0,42
646,Linha 5.87 (Dutra-IPMET/Campus) PF2-PF1,Cidade Sem Limites,16/04/2013,22,39,1,39.0,76
647,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,6,32,1,32.0,28
648,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,7,124,2,62.0,38
649,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,8,104,2,52.0,39
650,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,9,52,2,26.0,33
651,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,10,62,2,31.0,35
652,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,11,49,3,16.3,32
653,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,12,31,1,31.0,31
654,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,13,102,3,34.0,37
655,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,14,71,2,35.5,38
656,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,15,49,2,24.5,35
657,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,16,46,2,23.0,35
658,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,17,38,2,19.0,31
659,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,18,31,2,15.5,38
660,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF1-PF2,Grande Bauru,4/04/2013,19,62,1,62.0,86
661,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,6,56,1,56.0,78
662,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,7,34,2,17.0,43
663,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,8,20,2,10.0,44
664,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,9,23,1,23.0,43
665,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,10,12,1,12.0,35
666,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,11,49,2,24.5,35
667,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,12,11,1,11.0,37
668,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,13,26,1,26.0,34
669,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,14,64,2,32.0,44
670,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,15,63,1,63.0,40
671,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,16,42,1,42.0,39
672,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,17,113,3,37.7,37
673,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,18,20,1,20.0,33
674,Linha 10.28 (Nova Esperança/Caic-Jd. Brasil/USC) PF2-PF1,Grande Bauru,4/04/2013,19,17,1,17.0,36
675,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF1-PF2,Cidade Sem Limites,16/04/2013,5,124,2,62.0,52
676,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF1-PF2,Cidade Sem Limites,16/04/2013,6,506,6,84.3,50
677,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF1-PF2,Cidade Sem Limites,16/04/2013,7,116,5,23.2,49
678,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF1-PF2,Cidade Sem Limites,16/04/2013,8,116,3,38.7,50
679,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF1-PF2,Cidade Sem Limites,16/04/2013,10,76,3,25.3,50
680,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF1-PF2,Cidade Sem Limites,16/04/2013,11,129,5,25.8,45
681,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF1-PF2,Cidade Sem Limites,16/04/2013,19,38,4,9.5,48
682,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF1-PF2,Cidade Sem Limites,16/04/2013,21,15,2,7.5,51
683,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,6,103,2,51.5,30
684,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,7,126,5,25.2,24
685,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,8,9,2,4.5,23
686,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,10,18,1,18.0,24
687,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,11,13,1,13.0,26
688,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,12,36,2,18.0,29
689,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,13,90,2,45.0,29
690,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,14,115,2,57.5,21
691,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,15,97,2,48.5,31
692,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,16,76,1,76.0,37
693,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,17,97,2,48.5,34
694,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,18,53,1,53.0,33
695,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,19,49,2,24.5,28
696,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,20,109,2,54.5,23
697,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,21,13,1,13.0,25
698,Linha 16.44 (Paraíso/Dutra-Villaggio/Jd. Europa) PF2-PF1,Cidade Sem Limites,16/04/2013,22,10,1,10.0,19
699,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,6,141,3,47.0,34
700,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,7,106,2,53.0,39
701,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,8,54,2,27.0,38
702,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,9,47,1,47.0,36
703,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,10,13,1,13.0,37
704,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,11,23,1,23.0,35
705,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,12,28,1,28.0,35
706,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,13,207,3,69.0,39
707,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,14,32,1,32.0,41
708,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,15,66,2,33.0,37
709,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,16,5,1,5.0,38
710,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,17,36,2,18.0,42
711,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,18,24,2,12.0,36
712,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,19,11,1,11.0,37
713,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,20,5,1,5.0,31
714,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,22,52,2,26.0,29
715,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF1-PF2,,10/04/2013,23,1,1,1.0,23
716,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,5,34,2,17.0,33
717,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,6,70,2,35.0,32
718,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,7,77,2,38.5,37
719,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,8,18,1,18.0,33
720,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,9,37,2,18.5,36
721,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,10,9,1,9.0,35
722,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,11,20,1,20.0,40
723,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,12,34,1,34.0,39
724,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,13,51,2,25.5,32
725,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,14,99,3,33.0,48
726,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,15,62,3,20.7,34
727,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,16,41,2,20.5,34
728,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,17,101,3,33.7,36
729,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,18,47,3,15.7,31
730,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,19,15,1,15.0,40
731,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,20,34,2,17.0,32
732,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,21,13,1,13.0,29
733,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,22,16,2,8.0,28
734,Linha 18.12 (Shopping/Jd. Planalto-Vl. Lemos/Vl. Quággio) PF2-PF1,,10/04/2013,23,1,1,1.0,24
735,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,6,45,2,22.5,38
736,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,7,48,2,24.0,38
737,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,8,61,2,30.5,40
738,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,9,24,2,12.0,37
739,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,10,13,1,13.0,38
740,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,11,18,1,18.0,39
741,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,12,16,1,16.0,38
742,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,13,66,2,33.0,44
743,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,14,41,2,20.5,34
744,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,15,26,1,26.0,47
745,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,16,88,3,29.3,37
746,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,17,63,2,31.5,38
747,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,18,102,3,34.0,40
748,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,19,15,1,15.0,35
749,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,20,25,2,12.5,31
750,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,21,7,1,7.0,30
751,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,22,19,2,9.5,31
752,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF1-PF2,,11/04/2013,23,4,1,4.0,28
753,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,5,18,1,18.0,29
754,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,6,56,2,28.0,35
755,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,7,48,2,24.0,35
756,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,8,44,2,22.0,35
757,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,9,17,1,17.0,35
758,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,10,25,2,12.5,33
759,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,11,26,1,26.0,34
760,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,12,32,2,16.0,36
761,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,13,30,1,30.0,36
762,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,14,30,1,30.0,39
763,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,15,43,2,21.5,36
764,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,16,59,2,29.5,34
765,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,17,138,3,46.0,40
766,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,18,17,1,17.0,34
767,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,19,38,2,19.0,34
768,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,20,13,1,13.0,32
769,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,21,21,2,10.5,29
770,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,22,17,1,17.0,29
771,Linha 21.17 (Jd.Godoy-Jd. Terra Branca) PF2-PF1,,11/04/2013,23,8,1,8.0,21
772,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,5,44,1,44.0,34
773,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,6,118,3,39.3,37
774,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,7,126,3,42.0,38
775,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,8,44,2,22.0,38
776,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,9,14,1,14.0,33
777,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,10,39,2,19.5,39
778,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,11,46,2,23.0,40
779,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,12,74,2,37.0,41
780,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,13,85,2,42.5,39
781,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,14,46,2,23.0,38
782,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,15,47,1,47.0,41
783,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,16,16,1,16.0,40
784,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,17,44,1,44.0,39
785,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,18,34,1,34.0,36
786,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,19,41,2,20.5,38
787,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,20,11,2,5.5,37
788,Linha 26.29 (Stª Luzia/Flórida-Alto Paraíso/Vl. Industrial) PF1-PF2,,10/04/2013,22,17,2,8.5,27
789,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,6,34,1,34.0,36
790,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,7,118,3,39.3,45
791,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,8,42,2,21.0,46
792,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,9,30,2,15.0,49
793,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,10,24,1,24.0,47
794,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,11,10,1,10.0,47
795,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,12,36,2,18.0,46
796,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,13,35,1,35.0,49
797,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,14,30,1,30.0,46
798,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,15,48,1,48.0,48
799,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,16,112,2,56.0,46
800,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,17,113,2,56.5,50
801,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,18,61,2,30.5,45
802,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,19,10,1,10.0,47
803,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,20,5,1,5.0,40
804,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,21,15,1,15.0,43
805,Linha 37.73 (Gasparini-Vl. Zillo) PF1-PF2,Cidade Sem Limites,11/04/2013,22,12,1,12.0,44
806,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,6,35,3,11.7,42
807,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,7,16,2,8.0,49
808,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,8,15,2,7.5,47
809,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,9,11,1,11.0,47
810,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,10,21,2,10.5,47
811,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,11,62,2,31.0,47
812,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,12,37,1,37.0,49
813,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,13,48,2,24.0,46
814,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,14,49,2,24.5,50
815,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,15,36,1,36.0,53
816,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,16,68,2,34.0,50
817,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,17,50,1,50.0,54
818,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,18,84,2,42.0,53
819,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,19,37,2,18.5,47
820,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,20,29,1,29.0,42
821,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,21,21,2,10.5,39
822,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,22,20,1,20.0,73
823,Linha 37.73 (Gasparini-Vl. Zillo) PF2-PF1,Cidade Sem Limites,11/04/2013,23,7,1,7.0,30
824,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,5,26,1,26.0,51
825,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,6,87,2,43.5,50
826,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,7,72,2,36.0,54
827,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,8,38,2,19.0,55
828,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,9,19,1,19.0,57
829,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,10,15,1,15.0,53
830,Linha 38.41 (Jd. Araruna/Perdizes-Jd. Gaivota/FIB) PF1-PF2,Grande Bauru,3/04/2013,11,35,1,35.0,55
